date,Open,High,Low,Close,Volume,sentiment_score
2005-01-03,0.0284932758546089,0.0298225362564273,0.0289309430358338,0.0298372113910176,0.0057001778890938,0.0
2005-01-04,0.0299830620189831,0.0297991637201064,0.0296764655569013,0.0289229097023779,0.0055927761553215,0.0
2005-01-05,0.0288585012537487,0.029510082349822,0.0271208745410268,0.0277632659855555,0.006576551646988,0.0
2005-01-06,0.02844108402374,0.0282606181901127,0.0273943999830427,0.0269350162205525,0.004671978322631,0.0
2005-01-07,0.0268753290976737,0.0272190465903101,0.0274925610454033,0.0268304490264612,0.0065446708403694,0.0
2005-01-10,0.0275539403159114,0.0274533577313714,0.0276385487567608,0.0269847429469163,0.0023051274952364,0.0
2005-01-11,0.0267188123135382,0.0277659287935471,0.0272829835947428,0.0268383841423703,0.0078429862027998,0.0
2005-01-12,0.0267710628528782,0.0272659673963076,0.0262267371268842,0.0265717642478239,0.0094191756048485,0.0
2005-01-13,0.0268233721006894,0.0269015549941721,0.0265903629600814,0.0261485580660041,0.002463834680097,0.0
2005-01-14,0.0265101036985338,0.0263339362549511,0.0260090990050444,0.0254929411560018,0.0085291203933308,0.0
2005-01-17,0.0260926864685251,0.0259174482017147,0.0253723059818837,0.0252263212614553,0.0118229535814758,0.0
2005-01-18,0.0260926864685251,0.0259174482017147,0.0250510733082218,0.0246150234432713,0.0099871069140096,0.0
2005-01-19,0.0245219413224094,0.0251336774348647,0.0248920093969513,0.0245550692341802,0.0094813693095634,0.0
2005-01-20,0.0245269315424588,0.0244073128975747,0.0242044042910236,0.0242808668955428,0.0106819517074419,0.0
2005-01-24,0.0247878906968032,0.0246155569241929,0.0243611395639535,0.0238759408696322,0.0036170372052613,0.0
2005-01-25,0.0235356390067771,0.024612920923856,0.0240452806710777,0.0245209776250891,0.0093071572515385,0.0
2005-01-27,0.0247878906968032,0.025552801488438,0.0254625257904159,0.025623664843275,0.012307350208814,0.0
2005-01-28,0.0257272262355007,0.0259174482017147,0.0262186764557049,0.0260283557546401,0.0044399278613418,0.0
2005-01-31,0.0263302209428733,0.0279377960155156,0.0272271559832421,0.0275254476228273,0.0132191761205162,0.0
2005-02-01,0.0282165241215201,0.0282606181901127,0.0282884776885099,0.0278728293637377,0.0077650263068337,0.0
2005-02-02,0.0281800661609245,0.0297159246872444,0.02887242853394,0.0294508006355616,0.0165500293709915,0.0
2005-02-03,0.0294326701017775,0.0301766389683561,0.030411777894475,0.0298974594932905,0.0089090826989517,0.0
2005-02-04,0.0300064866989794,0.0299215327135256,0.0299340487825848,0.0296465334946532,0.0058396346415427,0.0
2005-02-07,0.0296933357137661,0.0297912557190956,0.0297295465693335,0.0291450929478332,0.0035549306065754,0.0
2005-02-08,0.0290149006209418,0.029510082349822,0.0294563793793701,0.0292520700660154,0.0046988940855958,0.0
2005-02-09,0.0292759184837574,0.0301766389683561,0.0302045290821552,0.0300567495978365,0.00487493537023,0.0
2005-02-10,0.0289629436239576,0.0307676888216832,0.0299340487825848,0.0307438718569299,0.0084971524806833,0.0
2005-02-11,0.0311545308526812,0.0312805959094663,0.0317118745926748,0.0310651558832947,0.0058674214647977,0.0
2005-02-14,0.0312067813920213,0.0332071606890575,0.0322161143564434,0.03325172115603,0.0307956222879102,0.0
2005-02-15,0.0333986621631007,0.0332071606890575,0.0332777943137637,0.0327734981705737,0.0075807099494434,0.0
2005-02-16,0.032876802562883,0.033837164769586,0.033548274613334,0.0331732516764842,0.0138800495626336,0.0
2005-02-17,0.0330332019300762,0.0329936446617654,0.033495074183551,0.0331341051046659,0.0047496769005101,0.0
2005-02-18,0.0337116370229004,0.0335194388623069,0.033548274613334,0.0328519676501194,0.003145619376246,0.0
2005-02-21,0.0326968023902801,0.0326342699491626,0.0328000652018735,0.0321622003523896,0.0077314904856639,0.0
2005-02-22,0.0321199916610487,0.0321656476670401,0.0328051404392827,0.0322512499864809,0.0040859289594353,0.0
2005-02-23,0.0321723009088599,0.032139580552597,0.0320570504451729,0.0320552820128438,0.0041702475955193,0.0
2005-02-24,0.0324567434516718,0.0333111948356887,0.0329591888218194,0.0332413761160299,0.0063720266908668,0.0
2005-02-25,0.0333464116237606,0.0334101327150018,0.0335509615037271,0.033324900558303,0.003649876178199,0.0
2005-02-28,0.0330855111778874,0.0332590020290173,0.0335429008325479,0.0331523264819387,0.0045709353289765,0.0
2005-03-01,0.0332419105450805,0.0330507580023991,0.0328582811603903,0.032530742402391,0.0034497936295574,0.0
2005-03-02,0.0325113423298586,0.0328920707821153,0.0332777943137637,0.0325830553887548,0.0020094896327681,0.0
2005-03-03,0.03254005077226,0.0335662425127339,0.0335720983748194,0.0328572577273922,0.0016924236871629,0.0
2005-03-04,0.0326157847000675,0.0341444052533026,0.0336491225660878,0.0334188875978488,0.0134893790225128,0.0
