date,Open,High,Low,Close,Volume,sentiment_score
2006-08-29,0.1374438281850937,0.137084501401682,0.13558112022192303,0.13195405064052446,0.18845462658908232,0.0
2006-08-30,0.13116877859195986,0.1277533039647577,0.12940072614531062,0.1269421222509573,0.11301195140476133,0.0
2006-08-31,0.12600704424922066,0.12935522627152582,0.1292783421041896,0.13223471863034025,0.11078778531632287,0.0
2006-09-01,0.13161410469211776,0.13095714857829394,0.1355607228817362,0.1332170565946954,0.07206685729429484,0.0
2006-09-04,0.13248451479697176,0.13055666800160193,0.13639701382939662,0.13289629317776308,0.03681929465929648,0.0
2006-09-05,0.1319784624104287,0.13392070484581498,0.13645820584995716,0.1376876967181893,0.04805331068882415,0.0
2006-09-06,0.1364317234120076,0.13616339607529035,0.1364174111695835,0.13265572061506387,0.05549251426328968,0.0
2006-09-07,0.1301161896279503,0.12811373648378052,0.13392893566678904,0.13101180810328583,0.018449782014953387,0.0
2006-09-08,0.1297518319096393,0.12935522627152582,0.13321502876024965,0.13004951785248892,0.01188834421982341,0.0
2006-09-11,0.12871948504109149,0.12915498598317982,0.13392893566678904,0.13067099697279527,0.018906959391390473,0.0
2006-09-12,0.12991376867333304,0.13011613936724067,0.13480602129482316,0.13159319179647566,0.03089751712630756,0.0
2006-09-13,0.13116877859195986,0.13131758109731675,0.13760045690042016,0.13508149395561436,0.017573956559972157,0.0
2006-09-14,0.13380025100198373,0.13446135362434922,0.14008893240321463,0.13620416591487744,0.022105353098493565,0.0
2006-09-15,0.13562203959353875,0.13215859030837004,0.13719251009668337,0.13261562518794734,0.0071453599302832215,0.0
2006-09-18,0.13278814622889762,0.13532238686423706,0.13923224411536733,0.13510154166917265,0.011224014119463136,0.0
2006-09-19,0.1355815554026153,0.16079295154185022,0.1402521111247093,0.14995689741584972,0.3121630548799261,0.0
2006-09-20,0.14695761305210314,0.15730877052462952,0.1503691918573818,0.15827669854253124,0.12102003960063412,0.0
